Household_ID,AUDIO_QNT,DVS_QNT,EXPRESS_QNT,GIFT CARDS_QNT,HOME INS_QNT,IMAGING_QNT,INTABGIBLE_QNT,MAJORS_QNT,MOBILE_QNT,MUSIC_QNT,OTHER_QNT,P*S*T_QNT,PC HDWR_QNT,TELEVISION_QNT,VIDEO HDWR_QNT,WIRELESS_QNT,AUDIO_EXP,DVS_EXP,EXPRESS_EXP,GIFT CARDS_EXP,HOME INS_EXP,IMAGING_EXP,INTABGIBLE_EXP,MAJORS_EXP,MOBILE_EXP,MUSIC_EXP,OTHER_EXP,P*S*T_EXP,PC HDWR_EXP,TELEVISION_EXP,VIDEO HDWR_EXP,WIRELESS_EXP
100040028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.97,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100041095,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,207.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100041276,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.99,1249.99,0.0,0.0,0.0
100041876,2,0,0,0,0,2,0,0,0,2,0,1,0,2,0,0,269.98,0.0,0.0,0,0.0,589.98,0.0,0.0,0.0,41.98,0.0,79.99,0.0,729.98,0.0,0.0
100042880,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555.95,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100044188,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,4.99,1149.94,0.0,0.0,0.0
100046505,2,0,0,0,0,0,0,0,2,0,0,6,3,1,2,0,263.98,0.0,0.0,0,0.0,0.0,0.0,0.0,180.98000000000002,0.0,0.0,177.96,1099.98,19.99,159.98,0.0
100047344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100048206,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.99,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.99,0.0,0.0,0.0,0.0
100050198,0,2,0,0,0,0,0,0,0,1,0,4,1,1,1,1,0.0,314.98,0.0,0,0.0,0.0,0.0,0.0,0.0,59.99,0.0,494.96000000000004,299.99,449.99,189.99,549.99
100051238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,249.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.99,0.0
100052438,0,3,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0.0,317.99,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.96999999999997,1299.96,2459.92,0.0,0.0
100056366,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0.0,0.0,0.0,0,0.0,359.99,0.0,0.0,0.0,20.98,0.0,251.97000000000003,0.0,0.0,0.0,0.0
100062435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,0.0
100062889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.99,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100063520,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,199.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100064204,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,96.96999999999998,19.99,0.0,39.99,0.0,0.0,0.0,0.0
100066985,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,9.96,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.99,199.96,79.99,0.0
100074019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.99,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100075443,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0.0,0.0,0.0,0,0.0,367.96000000000004,0.0,0.0,0.0,0.0,0.0,19.99,0.0,0.0,20.97,0.0
100076051,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,599.97,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.98,0.0
100077482,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0.0,190.97,0.0,0,0.0,0.0,0.0,0.0,0.0,19.98,0.0,172.97000000000003,0.0,0.0,0.0,0.0
100079960,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.56,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100083318,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,138.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2399.99,0.0,0.0
100083508,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,379.95000000000005,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.95,159.98,0.0
100087288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.99,0.0
100088881,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1829.94,0.0,0.0
100091925,1,0,0,0,0,7,0,0,0,2,0,1,0,0,1,0,12.99,0.0,0.0,0,0.0,1051.93,0.0,0.0,0.0,25.98,0.0,75.99,0.0,0.0,9.99,0.0
100093723,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,44.98,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.980000000000004,0.0,349.99,0.0,0.0
100097378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2155.99,0.0,0.0
100097834,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,153.78,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.99,0.0,119.97,199.98,174.99
100098260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.0
100102194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0
100102766,0,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,16.99,308.95000000000005,0.0,3.99,0.0,0.0,0.0,0.0,0.0
100103916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.99,0.0
100105857,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.98,0.0,14.99,0.0,144.99
100111828,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.98,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100113698,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2605.4699999999993,0.0,0.0
100113891,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.99,119.99,0.0,0.0,0.0
100116699,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39.99,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.97,0.0,0.0
100129384,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,184.99,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.97,0.0,0.0,57.99,0.0
100130357,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,899.94,399.98,0.0
100130836,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0,0.0,199.98000000000002,0.0,0.0,0.0,49.99,0.0,0.0,0.0,159.99,0.0,0.0
100137580,1,0,0,0,0,0,0,0,0,2,0,5,3,0,0,0,4.99,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,314.97,0.0,169.95000000000002,854.97,0.0,0.0,0.0
100139260,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,59.95,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.95,819.97,0.0,0.0,0.0
100140592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.99,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100140728,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.78,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100144604,0,0,0,0,0,2,0,0,1,0,0,3,0,1,0,0,0.0,0.0,0.0,0,0.0,1199.98,0.0,0.0,99.99,0.0,0.0,219.97000000000003,0.0,399.99,0.0,0.0
100145108,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,674.96,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.99,379.98,0.0
100147747,2,0,0,0,0,2,0,0,0,14,2,5,0,0,1,2,709.98,0.0,0.0,0,0.0,854.99,0.0,0.0,0.0,429.86000000000007,0.0,396.45000000000005,0.0,0.0,237.49,69.98
100149433,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.99,0.0,0.0
100155358,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,99.99,0.0,0.0,0,0.0,24.99,0.0,0.0,0.0,0.0,0.0,19.99,0.0,0.0,249.96,0.0
100162878,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.94000000000005,0.0,0.0,0.0,0.0
100164093,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,99.99,0.0,0.0,0,0.0,0.0,0.0,0.0,69.99,0.0,0.0,0.0,0.0,499.99,0.0,0.0
100164162,0,0,0,0,0,1,0,6,0,4,0,3,3,0,0,0,0.0,0.0,0.0,0,0.0,299.97,0.0,626.04,0.0,289.96000000000004,0.0,115.44999999999999,829.96,0.0,0.0,0.0
100165168,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.99,0.0,0.0
100165188,0,0,0,0,0,4,0,0,3,0,0,4,0,0,4,4,0.0,0.0,0.0,0,0.0,1359.97,0.0,0.0,479.97,0.0,0.0,265.96000000000004,0.0,0.0,751.96,439.93000000000006
100169588,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.99,0.0,0.0
100172007,3,0,0,0,0,0,0,0,7,6,1,1,1,2,0,0,79.97,0.0,0.0,0,0.0,0.0,0.0,0.0,534.91,344.86,0.0,14.99,449.99,379.97,0.0,0.0
100172272,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,519.97,0.0,0.0,0.0,119.99,0.0,0.0,209.98000000000002,0.0
100173460,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,59.99,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.99,0.0,0.0,0.0,0.0
100178822,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,184.98,0.0,0.0,0,0.0,0.0,0.0,209.98000000000002,0.0,0.0,0.0,24.96,0.0,0.0,0.0,0.0
100180595,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.99,0.0,54.98,89.99,389.96
100184882,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.99,1599.97,79.99,0.0,0.0
100185498,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,69.99,0.0,132.67,0.0,19.99,129.99,0.0
100187793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98,0.0
100200098,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.97,299.98,0.0,0.0,0.0
100202829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.99,0.0
100203956,0,0,0,0,0,3,0,0,0,4,1,19,5,1,1,5,0.0,0.0,0.0,0,0.0,779.97,0.0,0.0,0.0,59.96,18.75,1205.7700000000002,3129.9300000000003,99.99,161.98,414.91
100204326,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.98,0.0,0.0,0.0
100209594,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,379.99,0.0,0.0,0,0.0,49.99,0.0,0.0,126.96999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100209689,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,249.99,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,49.980000000000004,0.0,0.0,0.0,0.0,0.0,0.0
100216232,0,0,0,0,0,2,0,1,0,3,0,0,0,2,0,2,0.0,0.0,0.0,0,0.0,349.94,0.0,100.0,0.0,249.95000000000002,0.0,0.0,0.0,1526.97,0.0,399.98
100216274,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0,10.0,0.0,0.0,0.0,97.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100216468,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,355.57,0.0,0.0,0.0,32.99,0.0,0.0,0.0,0.0
100218695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,399.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100225934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.99,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100228037,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.98,79.99,0.0,0.0,0.0
100228342,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,19.99,0.0,0.0,0.0,0.0,0.0,0.0
100228885,0,1,0,0,0,2,0,0,0,0,0,0,6,0,1,0,0.0,799.99,0.0,0,0.0,349.99,0.0,0.0,0.0,0.0,0.0,0.0,3079.92,0.0,16.99,0.0
100233587,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,0.0,0.0,0.0,0.0
100234599,0,0,0,0,0,3,0,0,0,0,0,5,0,1,1,0,0.0,0.0,0.0,0,0.0,198.96999999999997,0.0,0.0,0.0,0.0,0.0,230.91000000000003,0.0,199.99,64.99,0.0
100237350,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844.9200000000001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100239038,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.99,0.0,0.0,0.0,0.0
100241168,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.98,774.97,149.99,0.0,0.0
100243447,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,479.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100247998,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.980000000000004,0.0,549.99,0.0,0.0
100248854,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.97999999999999,0.0,3489.9599999999996,159.99,0.0
100249559,2,0,0,0,0,0,0,0,0,0,0,2,3,1,3,0,279.98,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.98,1049.97,169.95,329.97,0.0
100254877,1,0,0,0,0,4,0,3,0,0,0,3,1,0,0,0,14.99,0.0,0.0,0,0.0,277.96000000000004,0.0,487.57,0.0,0.0,0.0,299.97,299.99,0.0,0.0,0.0
100262709,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,351.94,0.0,0.0,0,0.0,8.99,0.0,0.0,0.0,0.0,0.0,24.99,0.0,0.0,8.99,0.0
100263955,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.979999999999997,129.99,119.94999999999999,0.0,0.0
100265231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.99,0.0,0.0,0.0,0.0
100266348,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,99.99,0.0,0.0,0,0.0,119.99,0.0,0.0,0.0,0.0,0.0,0.0,799.99,0.0,122.96,0.0
100268092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.99,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100269362,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,399.99,0.0,0.0,0.0,99.99,0.0,0.0,0.0,0.0,0.0,0.0
100275292,1,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,24.99,0.0,0.0,0,0.0,0.0,0.0,74.98,289.78000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100275515,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.97,0.0,0.0,0.0,0.0
100275670,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.0,289.95,0.0,0,0.0,0.0,0.0,0.0,399.99,99.98,0.0,0.0,0.0,0.0,0.0,0.0
100275757,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,149.99,0.0,0.0,0.0,129.99,0.0,0.0
100276614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.99,0.0
100279007,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98,1179.97,0.0,0.0,0.0
100281218,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.99,0.0,0.0,0.0,0.0
100281706,0,0,0,0,0,3,0,1,2,0,0,0,0,0,2,0,0.0,0.0,0.0,0,0.0,239.97000000000003,0.0,15.0,130.0,0.0,0.0,0.0,0.0,0.0,13.98,0.0
100285520,9,0,0,0,1,0,0,0,2,0,1,3,7,1,0,1,572.9100000000001,0.0,0.0,0,400.0,0.0,0.0,0.0,169.98,0.0,0.0,124.97,3544.91,83.99,0.0,0.01
100285755,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1476.91,29.99,0.0,0.0,0.0,0.0,0.0,209.98000000000002
100288147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.99,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100289665,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,35.98,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,143.36,0.0,0.0,0.0,0.0,0.0,0.0
100293774,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.99,0.0,0.0
100295227,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,199.96,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.93,0.0,0.0,0.0,0.0
100295932,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,199.98,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.99,0.0,0.0
100296632,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,24.99,0.0,0.0,0,0.0,0.0,0.0,809.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100302162,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.99,0.0,0.0
100302421,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.97,0.0,0.0,0.0
100310100,0,0,0,0,0,0,0,0,2,0,0,1,3,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,92.97999999999999,0.0,0.0,0.01,1149.92,149.97,0.0,0.0
100310135,4,6,0,0,0,0,0,0,0,3,0,0,0,2,0,0,487.96000000000004,864.93,0.0,0,0.0,0.0,0.0,0.0,0.0,43.97,0.0,0.0,0.0,399.99,0.0,0.0
